Gene Symbol,Alteration Frequency
CFHR2,76.85185185185185
CFHR3,76.85185185185185
CFHR4,76.85185185185185
CFHR5,76.85185185185185
U8|ENSG00000212144.1,76.85185185185185
DENND1B,76.85185185185185
IRF2BP2,76.85185185185185
CAMSAP2,76.85185185185185
DDX59,76.85185185185185
KIF14,76.85185185185185
NEK7,76.85185185185185
C1orf106,76.85185185185185
AKT3,76.85185185185185
MIR181A1HG,76.85185185185185
COX20,76.75925925925927
SDCCAG8,76.75925925925927
RNY4P16,76.75925925925927
TOMM20,76.75925925925927
SRP9,76.75925925925927
MIR4742,76.75925925925927
RN7SKP49,76.75925925925927
snoU13|ENSG00000238856.1,76.75925925925927
B3GALNT2,76.75925925925927
CNIH4,76.75925925925927
CR1,76.75925925925927
PLXNA2,76.75925925925927
HNRNPU,76.75925925925927
COA6,76.75925925925927
DISP1,76.75925925925927
ASPM,76.75925925925927
USH2A,76.75925925925927
ATP6V1G3,76.75925925925927
LHX9,76.75925925925927
PTPRC,76.75925925925927
CRB1,76.75925925925927
MIR181A1,76.75925925925927
F13B,76.75925925925927
MIR181B1,76.75925925925927
GPR25,76.75925925925927
MIR4671,76.75925925925927
CR2,76.66666666666667
DESI2,76.66666666666667
C1orf101,76.66666666666667
C1orf100,76.66666666666667
CEP170,76.66666666666667
CD55,76.66666666666667
KCNK2,76.66666666666667
SPATA17,76.66666666666667
CHML,76.66666666666667
RN7SKP55,76.66666666666667
SLC30A10,76.66666666666667
TP53BP2,76.66666666666667
CAPN2,76.66666666666667
TATDN3,76.66666666666667
snoU13|ENSG00000239054.1,76.66666666666667
BROX,76.66666666666667
FAM177B,76.66666666666667
WDR64,76.66666666666667
SNORA70|ENSG00000206637.1,76.66666666666667
OPN3,76.66666666666667
ZBTB41,76.66666666666667
MIR1537,76.66666666666667
GNG4,76.66666666666667
TBCE,76.66666666666667
SNORA14B,76.66666666666667
RBM34,76.66666666666667
ARID4B,76.66666666666667
CDC73,76.66666666666667
RYR2,76.66666666666667
TARBP1,76.66666666666667
C1orf53,76.66666666666667
KMO,76.66666666666667
ELF3,76.66666666666667
RNPEP,76.66666666666667
GPATCH2,76.66666666666667
NID1,76.57407407407408
OR1C1,76.57407407407408
OR14K1,76.57407407407408
OR14I1,76.57407407407408
OR14C36,76.57407407407408
MIR4753,76.57407407407408
OR14A2,76.57407407407408
EPHX1,76.57407407407408
TMEM63A,76.57407407407408
OR14A16,76.57407407407408
OR13G1,76.57407407407408
OR11L1,76.57407407407408
LEFTY1,76.57407407407408
MIR3124,76.57407407407408
LYPD8,76.57407407407408
GGPS1,76.57407407407408
LINC00210,76.57407407407408
RNA5SP76,76.57407407407408
OR2G3,76.57407407407408
U3|ENSG00000221673.1,76.57407407407408
EPRS,76.57407407407408
snoU13|ENSG00000238798.1,76.57407407407408
OBSCN,76.57407407407408
RAB3GAP2,76.57407407407408
HHIPL2,76.57407407407408
U3|ENSG00000212610.1,76.57407407407408
TAF1A,76.57407407407408
MIA3,76.57407407407408
AIDA,76.57407407407408
DISC1,76.57407407407408
RN7SL276P,76.57407407407408
C1orf143,76.57407407407408
CDC42BPA,76.57407407407408
TGFB2,76.57407407407408
GCSAML,76.57407407407408
OR2G2,76.57407407407408
ACBD3,76.57407407407408
OR2AJ1,76.57407407407408
EDARADD,76.57407407407408
ZNF692,76.57407407407408
OR2T4,76.57407407407408
OR2T5,76.57407407407408
OR2T6,76.57407407407408
OR2T7,76.57407407407408
OR2T8,76.57407407407408
OR2W3,76.57407407407408
PGBD2,76.57407407407408
SH3BP5L,76.57407407407408
TRIM58,76.57407407407408
ZNF672,76.57407407407408
MIR4428,76.57407407407408
OR2T35,76.57407407407408
SNORA25|ENSG00000252290.1,76.57407407407408
ZP4,76.57407407407408
MTRNR2L11,76.57407407407408
ADSS,76.57407407407408
WNT3A,76.57407407407408
CHRM3,76.57407407407408
RGS7,76.57407407407408
MIR4677,76.57407407407408
FH,76.57407407407408
RNA5SP81,76.57407407407408
OR2T3,76.57407407407408
OR2T34,76.57407407407408
PLD5,76.57407407407408
OR2M2,76.57407407407408
OR2AK2,76.57407407407408
OR2G6,76.57407407407408
OR2L13,76.57407407407408
OR2L2,76.57407407407408
OR2L3,76.57407407407408
LGALS8,76.57407407407408
HEATR1,76.57407407407408
ACTN2,76.57407407407408
OR2L5,76.57407407407408
OR2L8,76.57407407407408
OR2M3,76.57407407407408
OR2T33,76.57407407407408
OR2M4,76.57407407407408
OR2M5,76.57407407407408
OR2M7,76.57407407407408
OR2T10,76.57407407407408
OR2T11,76.57407407407408
OR2T12,76.57407407407408
OR2T1,76.57407407407408
OR2T27,76.57407407407408
OR2T29,76.57407407407408
OR2T2,76.57407407407408
OR6F1,76.57407407407408
EFCAB2,76.57407407407408
FAM5C,76.57407407407408
SNORA26|ENSG00000212187.1,76.57407407407408
NSL1,76.57407407407408
RGS13,76.57407407407408
RGS1,76.57407407407408
MIR3122,76.57407407407408
DTL,76.57407407407408
RN7SKP98,76.57407407407408
INTS7,76.57407407407408
RGS21,76.57407407407408
RGS18,76.57407407407408
PTPN14,76.57407407407408
CENPF,76.57407407407408
U3|ENSG00000252241.1,76.57407407407408
SDE2,76.48148148148148
RGS2,76.48148148148148
RN7SKP126,76.48148148148148
snoU109|ENSG00000238754.1,76.48148148148148
TROVE2,76.48148148148148
MIR4427,76.48148148148148
KCNK1,76.48148148148148
PYCR2,76.48148148148148
LEFTY2,76.48148148148148
SNORD116|ENSG00000202498.1,76.48148148148148
H3F3A,76.48148148148148
WNT9A,76.48148148148148
C1orf145,76.48148148148148
KCTD3,76.48148148148148
MRPL55,76.48148148148148
C1orf35,76.48148148148148
MIR3620,76.48148148148148
ARF1,76.48148148148148
MIR5008,76.48148148148148
PRSS38,76.48148148148148
MLK4,76.48148148148148
RNA5SP77,76.48148148148148
TRAX,76.48148148148148
ADCK3,76.48148148148148
PSEN2,76.48148148148148
SIPA1L2,76.48148148148148
snoU13|ENSG00000238545.1,76.48148148148148
ERO1LB,76.48148148148148
LIN9,76.48148148148148
UCHL5,76.48148148148148
snoU13|ENSG00000252638.1,76.48148148148148
BPNT1,76.48148148148148
C1orf115,76.48148148148148
OR2C3,76.48148148148148
OR2W5,76.48148148148148
MARK1,76.48148148148148
SNORA36B,76.48148148148148
MIR215,76.48148148148148
IARS2,76.48148148148148
C1orf227,76.48148148148148
MARC1,76.48148148148148
FLVCR1,76.48148148148148
VASH2,76.48148148148148
ANGEL2,76.48148148148148
OR2B11,76.48148148148148
NLRP3,76.48148148148148
ZNF695,76.48148148148148
ZNF670,76.48148148148148
MARC2,76.48148148148148
snoU13|ENSG00000238576.1,76.48148148148148
RN7SL148P,76.48148148148148
FMN2,76.48148148148148
NEK2,76.48148148148148
LPGAT1,76.48148148148148
RN7SL344P,76.48148148148148
PPP2R5A,76.48148148148148
SNORA16B,76.48148148148148
TMEM206,76.48148148148148
RN7SKP12,76.48148148148148
ZBTB18,76.48148148148148
TSNAX,76.38888888888889
RNA5SP19,76.38888888888889
TRIM17,76.38888888888889
TRIM11,76.38888888888889
SNORA51|ENSG00000206878.1,76.38888888888889
RNF187,76.38888888888889
RNA5SP18,76.38888888888889
TRIM67,76.38888888888889
RNA5S9,76.38888888888889
RNA5S8,76.38888888888889
RNA5S7,76.38888888888889
RNA5S6,76.38888888888889
RNA5S5,76.38888888888889
RNA5S4,76.38888888888889
GALNT2,76.38888888888889
C1orf131,76.38888888888889
EXO1,76.38888888888889
B3GALT2,76.38888888888889
MIR1278,76.38888888888889
GPR137B,76.38888888888889
GLRX2,76.38888888888889
EGLN1,76.38888888888889
SPRTN,76.38888888888889
EXOC8,76.38888888888889
RN7SKP195,76.38888888888889
MAP1LC3C,76.38888888888889
RNA5S2,76.38888888888889
RNA5SP80,76.38888888888889
MTR,76.38888888888889
PCNXL2,76.38888888888889
LINC00582,76.38888888888889
RN7SL299P,76.38888888888889
RNA5S3,76.38888888888889
GNPAT,76.38888888888889
RNA5S1,76.38888888888889
IBA57,76.38888888888889
GUK1,76.38888888888889
GJC2,76.38888888888889
ZNF678,76.38888888888889
ITPKB,76.38888888888889
C1orf95,76.38888888888889
PARP1,76.38888888888889
snoU13|ENSG00000239094.1,76.38888888888889
MIXL1,76.38888888888889
SYT14,76.38888888888889
NENF,76.38888888888889
ATF3,76.38888888888889
RNA5S17,76.38888888888889
FAM71A,76.38888888888889
BATF3,76.38888888888889
DUSP10,76.38888888888889
HLX,76.38888888888889
RNU6ATAC35P,76.38888888888889
RN7SL464P,76.38888888888889
RPS6KC1,76.38888888888889
LYPLAL1,76.38888888888889
RRP15,76.38888888888889
C1orf148,76.38888888888889
RN7SL512P,76.38888888888889
RNA5S14,76.38888888888889
RNA5S11,76.38888888888889
RNA5S15,76.38888888888889
RNA5S16,76.38888888888889
RNA5S13,76.38888888888889
BTNL10,76.38888888888889
HIST3H2A,76.38888888888889
RNA5S12,76.38888888888889
RNA5S10,76.38888888888889
HIST3H2BB,76.38888888888889
MIR4666A,76.38888888888889
HIST3H3,76.38888888888889
HHAT,76.29629629629629
MIR4260,76.29629629629629
G0S2,76.29629629629629
HSD11B1,76.29629629629629
LAMB3,76.29629629629629
TRAF3IP3,76.29629629629629
C1orf74,76.29629629629629
PROX1,76.29629629629629
KCNH1,76.29629629629629
ZNF124,76.29629629629629
ZNF496,76.29629629629629
NTPCR,76.29629629629629
HDAC1P2,76.29629629629629
MT1HL1,76.29629629629629
MIR3123,76.29629629629629
CAMK1G,76.29629629629629
IRF6,76.29629629629629
ARV1,76.29629629629629
RNA5SP79,76.29629629629629
MIR1182,76.29629629629629
SMYD2,76.29629629629629
TTC13,76.29629629629629
ZNF669,76.29629629629629
snoU13|ENSG00000238985.1,76.29629629629629
SNAP47,76.29629629629629
JMJD4,76.29629629629629
RN7SL837P,76.29629629629629
C1orf198,76.29629629629629
CAPN9,76.29629629629629
RN7SL467P,76.29629629629629
C1orf229,76.29629629629629
AGT,76.29629629629629
COG2,76.29629629629629
RN7SKP165,76.29629629629629
PGBD5,76.29629629629629
FAM89A,76.29629629629629
HMCN1,76.20370370370371
SLC30A1,76.20370370370371
TMEM78,76.20370370370371
NMNAT2,76.20370370370371
MAP10,76.20370370370371
NUP133,76.20370370370371
RCOR3,76.20370370370371
RAB4A,76.20370370370371
SPHAR,76.20370370370371
CCSAP,76.20370370370371
RN7SKP276,76.20370370370371
ACTA1,76.20370370370371
DIEXF,76.20370370370371
SERTAD4,76.20370370370371
RHOU,76.20370370370371
MIR3916,76.20370370370371
RNA5SP82,76.20370370370371
CEP350,76.11111111111111
ASTN1,76.11111111111111
ADCY10,76.11111111111111
ACBD6,76.11111111111111
NCF2,76.11111111111111
TAF5L,76.11111111111111
LAMC2,76.11111111111111
TBX19,76.11111111111111
LINC00970,76.11111111111111
KIFAP3,76.11111111111111
TNR,76.11111111111111
SMG7,76.11111111111111
URB2,76.11111111111111
ARPC5,76.11111111111111
ABCB10,76.11111111111111
RD3,76.11111111111111
PLA2G4A,76.11111111111111
TRAF5,76.11111111111111
MIR205HG,76.11111111111111
LINC00467,76.11111111111111
RNA5SP78,76.11111111111111
GREM2,76.11111111111111
APOBEC4,76.11111111111111
RGL1,76.11111111111111
SNORD112|ENSG00000252790.1,76.01851851851852
EDEM3,76.01851851851852
F5,76.01851851851852
SELP,76.01851851851852
C1orf112,76.01851851851852
SELL,76.01851851851852
DPT,76.01851851851852
XCL1,76.01851851851852
SELE,76.01851851851852
MIR557,76.01851851851852
METTL18,76.01851851851852
ANKRD36BP1,76.01851851851852
SFT2D2,76.01851851851852
C1orf21,76.01851851851852
DCAF6,76.01851851851852
MPC2,76.01851851851852
SWT1,76.01851851851852
IVNS1ABP,76.01851851851852
TOR1AIP1,76.01851851851852
RN7SKP156,76.01851851851852
QSOX1,76.01851851851852
TDRD5,75.92592592592592
RN7SL333P,75.92592592592592
SCYL3,75.92592592592592
GORAB,75.92592592592592
PRRX1,75.92592592592592
CCDC181,75.92592592592592
RFWD2,75.92592592592592
ABL2,75.92592592592592
AXDND1,75.92592592592592
METTL11B,75.92592592592592
SLC19A2,75.92592592592592
BLZF1,75.92592592592592
MPZL1,75.92592592592592
COLGALT2,75.92592592592592
TSEN15,75.92592592592592
RN7SL654P,75.92592592592592
LHX4,75.92592592592592
FAM129A,75.92592592592592
RN7SL230P,75.92592592592592
IFRG15,75.92592592592592
TOR1AIP2,75.92592592592592
NME7,75.92592592592592
FAM163A,75.92592592592592
RCSD1,75.92592592592592
LAMC1,75.92592592592592
RNA5SP72,75.92592592592592
MIR1255B2,75.92592592592592
TRMT1L,75.92592592592592
LINC00626,75.92592592592592
XCL2,75.92592592592592
TIPRL,75.92592592592592
RNF2,75.92592592592592
RN7SL269P,75.83333333333333
MIR3121,75.83333333333333
RN7SL374P,75.83333333333333
ATP1B1,75.83333333333333
SOAT1,75.83333333333333
SNORA67|ENSG00000212338.1,75.83333333333333
SNORA67|ENSG00000201619.1,75.83333333333333
RNA5SP66,75.83333333333333
ANGPTL1,75.83333333333333
SNORA63|ENSG00000201791.1,75.83333333333333
RABGAP1L,75.83333333333333
XPR1,75.83333333333333
CREG1,75.83333333333333
MIR488,75.83333333333333
POU2F1,75.83333333333333
RNA5SP73,75.83333333333333
DNM3,75.83333333333333
SCARNA3,75.83333333333333
PTGS2,75.83333333333333
TPR,75.83333333333333
PRG4,75.83333333333333
RALGPS2,75.83333333333333
GPR161,75.83333333333333
PAPPA2,75.83333333333333
RASAL2,75.83333333333333
NPHS2,75.83333333333333
SHCBP1L,75.74074074074075
FAM5B,75.74074074074075
ILDR2,75.74074074074075
LMX1A,75.74074074074075
RNA5SP71,75.74074074074075
C1orf27,75.74074074074075
OCLM,75.74074074074075
PDC,75.74074074074075
C1orf192,75.74074074074075
SDHC,75.74074074074075
KIAA0040,75.74074074074075
MPZ,75.74074074074075
SEC16B,75.74074074074075
TNFSF4,75.74074074074075
CD247,75.74074074074075
FAM20B,75.74074074074075
TOR3A,75.74074074074075
MIR921,75.64814814814815
GPA33,75.64814814814815
DUSP27,75.64814814814815
snoU13|ENSG00000238859.1,75.64814814814815
PRRC2C,75.64814814814815
snoU13|ENSG00000238325.1,75.64814814814815
RNA5SP65,75.64814814814815
MAEL,75.64814814814815
FMO9P,75.64814814814815
STX6,75.64814814814815
FAM78B,75.64814814814815
TMCO1,75.64814814814815
ALDH9A1,75.64814814814815
RGSL1,75.64814814814815
DHX9,75.64814814814815
MYOC,75.64814814814815
TOMM40L,75.64814814814815
NR1I3,75.64814814814815
MIR5187,75.64814814814815
APOA2,75.64814814814815
FCER1G,75.64814814814815
NDUFS2,75.64814814814815
RN7SL425P,75.64814814814815
UCK2,75.64814814814815
RNA5SP67,75.64814814814815
CACNA1E,75.64814814814815
snoU13|ENSG00000251817.1,75.64814814814815
PRDX6,75.64814814814815
SLC9C2,75.64814814814815
MIR4424,75.64814814814815
C1orf220,75.64814814814815
C1ORF220,75.64814814814815
TEX35,75.64814814814815
FASLG,75.64814814814815
LINC00083,75.64814814814815
TNN,75.64814814814815
MR1,75.64814814814815
RNA5SP68,75.64814814814815
RC3H1,75.64814814814815
ZBTB37,75.64814814814815
TNFSF18,75.64814814814815
RNA5SP69,75.64814814814815
SERPINC1,75.64814814814815
SUCO,75.64814814814815
PIGC,75.64814814814815
SNORD112|ENSG00000252354.1,75.64814814814815
FCGR3A,75.55555555555556
MIR214,75.55555555555556
U6|ENSG00000272292.1,75.55555555555556
F11R,75.55555555555556
TSTD1,75.55555555555556
USF1,75.55555555555556
KIAA1614,75.55555555555556
IER5,75.55555555555556
ARHGAP30,75.55555555555556
RPL31P11,75.55555555555556
HSPA6,75.55555555555556
FCGR3B,75.55555555555556
PPOX,75.55555555555556
FCGR2C,75.55555555555556
B4GALT3,75.55555555555556
FCGR2A,75.55555555555556
PCP4L1,75.55555555555556
PVRL4,75.55555555555556
KLHDC9,75.55555555555556
PFDN2,75.55555555555556
NPL,75.55555555555556
NIT1,75.55555555555556
ADAMTS4,75.55555555555556
DEDD,75.55555555555556
USP21,75.55555555555556
FCGR2B,75.55555555555556
MIR199A2,75.55555555555556
RGS8,75.55555555555556
U3|ENSG00000212538.1,75.55555555555556
RGS16,75.55555555555556
POGK,75.55555555555556
TADA1,75.55555555555556
RN7SKP229,75.55555555555556
MROH9,75.55555555555556
FMO3,75.55555555555556
GLUL,75.55555555555556
MIR1295A,75.55555555555556
FMO6P,75.55555555555556
RNA5SP64,75.55555555555556
C1orf105,75.55555555555556
SCARNA20|ENSG00000253060.1,75.55555555555556
RNASEL,75.55555555555556
LINC00272,75.55555555555556
TEDDM1,75.55555555555556
RNA5SP63,75.55555555555556
DNM3OS,75.55555555555556
METTL13,75.55555555555556
VAMP4,75.55555555555556
FMO4,75.46296296296296
UFC1,75.46296296296296
ACA64|ENSG00000238934.1,75.46296296296296
ITLN2,75.46296296296296
FMO2,75.46296296296296
CENPL,75.46296296296296
RNA5SP70,75.46296296296296
FMO1,75.46296296296296
DARS2,75.46296296296296
NOS1AP,75.46296296296296
CACYBP,75.46296296296296
GAS5,75.46296296296296
MGST3,75.46296296296296
LRRC52,75.46296296296296
SNORD78|ENSG00000208317.1,75.46296296296296
SNORD112|ENSG00000252359.1,75.46296296296296
PBX1,75.46296296296296
RNA5SP62,75.46296296296296
MRPS14,75.46296296296296
MIR4654,75.46296296296296
ASH1L,75.37037037037037
ATP1A4,75.37037037037037
TAGLN2,75.37037037037037
IGSF9,75.37037037037037
IGSF8,75.37037037037037
SLAMF9,75.37037037037037
KCNJ10,75.37037037037037
KCNJ9,75.37037037037037
ATP1A2,75.37037037037037
ZNF648,75.37037037037037
CASQ1,75.37037037037037
PIGM,75.37037037037037
C1orf111,75.37037037037037
ITLN1,75.37037037037037
C1orf226,75.37037037037037
LY9,75.37037037037037
MIR556,75.37037037037037
RNA5SP61,75.37037037037037
OLFML2B,75.37037037037037
ATF6,75.37037037037037
DUSP12,75.37037037037037
RN7SL466P,75.37037037037037
UHMK1,75.37037037037037
FCRLA,75.37037037037037
FCRLB,75.37037037037037
CD244,75.37037037037037
snoU13|ENSG00000238430.1,75.37037037037037
snoU13|ENSG00000238872.1,75.37037037037037
RGS5,75.37037037037037
KLHL20,75.37037037037037
RN7SKP160,75.37037037037037
ANKRD45,75.37037037037037
RXRG,75.37037037037037
NUF2,75.37037037037037
SH2D1B,75.37037037037037
SNORD112|ENSG00000252740.1,75.27777777777777
RGS4,75.27777777777777
HSD17B7,75.27777777777777
RN7SL861P,75.27777777777777
DDR2,75.27777777777777
UAP1,75.27777777777777
GPR52,75.27777777777777
SNORD64|ENSG00000212161.1,75.27777777777777
PEX19,75.27777777777777
C1orf204,75.27777777777777
VSIG8,75.27777777777777
CCDC19,75.27777777777777
PEA15,75.27777777777777
DCAF8,75.27777777777777
SLAMF8,75.27777777777777
COPA,75.27777777777777
NHLH1,75.18518518518519
MIR555,75.18518518518519
VANGL2,75.18518518518519
FCRL6,75.18518518518519
NCSTN,75.18518518518519
FDPS,75.18518518518519
RUSC1,75.18518518518519
EFNA3,75.0925925925926
snoU13|ENSG00000238805.1,75.0925925925926
CD48,75.0925925925926
SLAMF6,75.0925925925926
DUSP23,75.0925925925926
C1orf110,75.0925925925926
SLAMF7,75.0925925925926
SLAMF1,75.0
CD84,75.0
MSTO1,75.0
EFNA4,75.0
CRP,75.0
ADAM15,75.0
FLAD1,75.0
LENEP,75.0
ZBTB7B,75.0
DCST2,75.0
DCST1,75.0
PKLR,75.0
PYGO2,74.9074074074074
PBXIP1,74.9074074074074
HCN3,74.9074074074074
SHC1,74.9074074074074
CKS1B|ENSG00000173207.8,74.9074074074074
APCS,74.9074074074074
MIR4258,74.9074074074074
IFI16,74.9074074074074
PMVK,74.9074074074074
CLK2,74.9074074074074
KRTCAP2,74.9074074074074
MIR92B,74.9074074074074
MUC1,74.9074074074074
THBS3,74.9074074074074
TRIM46,74.9074074074074
OR10K1,74.9074074074074
OR10R2,74.9074074074074
OR10K2,74.81481481481481
OR10T2,74.81481481481481
CD1E,74.81481481481481
PYHIN1,74.81481481481481
OR6Y1,74.81481481481481
KCNN3,74.81481481481481
OR10X1,74.81481481481481
OR6P1,74.81481481481481
ARHGEF2,74.81481481481481
CD1C,74.81481481481481
AIM2,74.81481481481481
SPTA1,74.81481481481481
GBA,74.81481481481481
KIRREL,74.81481481481481
OR10J5,74.81481481481481
SCAMP3,74.81481481481481
YY1AP1,74.81481481481481
MTX1,74.81481481481481
FAM189B,74.81481481481481
GBAP1,74.81481481481481
EFNA1,74.81481481481481
SSR2,74.72222222222223
SCARNA4|ENSG00000252808.1,74.72222222222223
UBQLN4,74.72222222222223
RXFP4,74.72222222222223
SLC50A1,74.72222222222223
DAP3,74.72222222222223
KIAA0907,74.72222222222223
OR10Z1,74.72222222222223
DPM3,74.72222222222223
OR6K3,74.72222222222223
CD1B,74.72222222222223
IL6R,74.72222222222223
CD1A,74.72222222222223
CD1D,74.72222222222223
MNDA,74.72222222222223
OR6N2,74.72222222222223
OR6N1,74.72222222222223
OR6K6,74.72222222222223
OR6K2,74.72222222222223
C1orf189,74.62962962962963
C1orf43,74.62962962962963
RAB25,74.62962962962963
MIR190B,74.62962962962963
TPM3,74.62962962962963
UBAP2L,74.62962962962963
LAMTOR2,74.62962962962963
CADM3,74.62962962962963
RNA5SP60,74.62962962962963
DARC,74.62962962962963
FCER1A,74.62962962962963
OR10J3,74.62962962962963
OR10J4,74.62962962962963
OR10J1,74.62962962962963
RIT1,74.62962962962963
SNORA42|ENSG00000207475.1,74.62962962962963
ATP8B2,74.62962962962963
SEMA4A,74.62962962962963
MIR5698,74.53703703703704
SNORD59|ENSG00000252682.1,74.53703703703704
RN7SL431P,74.53703703703704
AQP10,74.53703703703704
SNORA58|ENSG00000201129.1,74.53703703703704
HAX1,74.53703703703704
GON4L,74.53703703703704
NUP210L,74.53703703703704
MEX3A,74.53703703703704
LMNA,74.53703703703704
SLC25A44,74.53703703703704
PMF1,74.53703703703704
SYT11,74.53703703703704
CD5L,74.53703703703704
SHE,74.44444444444444
TDRD10,74.44444444444444
FCRL2,74.44444444444444
FCRL1,74.44444444444444
TMEM79,74.44444444444444
GATAD2B,74.44444444444444
C1orf85,74.44444444444444
SMG5,74.44444444444444
PAQR6,74.44444444444444
BGLAP,74.44444444444444
SNORA26|ENSG00000252236.1,74.44444444444444
FCRL3,74.35185185185185
FCRL5,74.35185185185185
INSRR,74.35185185185185
NTRK1,74.35185185185185
UBE2Q1,74.35185185185185
DENND4B,74.35185185185185
CRTC2,74.35185185185185
CHRNB2,74.35185185185185
ADAR,74.35185185185185
CCT3,74.35185185185185
VHLL,74.35185185185185
U3|ENSG00000252669.1,74.35185185185185
RAB13,74.25925925925925
SLC39A1,74.25925925925925
CREB3L4,74.25925925925925
JTB,74.25925925925925
RPS27,74.25925925925925
ARHGEF11,74.25925925925925
PEAR1,74.25925925925925
SH2D2A,74.25925925925925
PRCC,74.25925925925925
MIR765,74.25925925925925
FCRL4,74.25925925925925
LRRC71,74.25925925925925
TSACC,74.25925925925925
RHBG,74.25925925925925
C1orf61,74.25925925925925
SLC27A3,74.16666666666667
